INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Abda Silva', 'AbdaSilva1@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Cirano', 'Cirano@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Cirilo', 'Cirilo@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ciro', 'Ciro@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Claudio', 'Claudio@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Cleber', 'Cleber@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Clésio', 'Clésio@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Clície', 'Clície@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Clovis', 'Clovis@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Conrado', 'Conrado@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Constantino', 'Constantino@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Cornelio', 'Cornelio@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Cosme', 'Cosme@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Crigor', 'Crigor@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Cristian', 'Cristian@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Cristiano', 'Cristiano@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dafnee', 'Dafnee@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Daisy', 'Daisy@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dalia', 'Dalia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dalita', 'Dalita@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dalva', 'Dalva@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Danelise', 'Danelise@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Daniela', 'Daniela@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Debora', 'Debora@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Deidre', 'Deidre@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Delia', 'Delia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Denise', 'Denise@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Diana', 'Diana@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dilma', 'Dilma@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dinah', 'Dinah@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dinorah', 'Dinorah@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dolores', 'Dolores@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dominique', 'Dominique@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Doris', 'Doris@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Doroty', 'Doroty@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dulcineia', 'Dulcineia@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dunia', 'Dunia@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dan', 'Dan@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Daniel', 'Daniel@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Danilo', 'Danilo@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dante', 'Dante@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Damiano', 'Damiano@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dario', 'Dario@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('David', 'David@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Decio', 'Decio@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Demétrio', 'Demétrio@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Denis', 'Denis@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Deoclides', 'Deoclides@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dercio', 'Dercio@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dereck', 'Dereck@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Deusdete', 'Deusdete@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Diego', 'Diego@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dieter', 'Dieter@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dilson', 'Dilson@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dimas', 'Dimas@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Diogo', 'Diogo@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dionisio', 'Dionisio@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dirceu', 'Dirceu@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Domingos', 'Domingos@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Dorival', 'Dorival@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Douglas', 'Douglas@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Durval Eda', 'DurvalEda@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edênia', 'Edênia@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edilia', 'Edilia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edimary', 'Edimary@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edimercia', 'Edimercia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edmagna', 'Edmagna@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edith', 'Edith@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edna', 'Edna@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eduarda', 'Eduarda@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edwirge', 'Edwirge@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Egle', 'Egle@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elaine', 'Elaine@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elen', 'Elen@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elena', 'Elena@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eleonora', 'Eleonora@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eliane', 'Eliane@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elida', 'Elida@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elide', 'Elide@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elisa', 'Elisa@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elisabeth', 'Elisabeth@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elisiana', 'Elisiana@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elke', 'Elke@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Else', 'Else@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eloisa', 'Eloisa@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elvira', 'Elvira@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elza', 'Elza@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Emanuele', 'Emanuele@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Emilia', 'Emilia@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Emmeline', 'Emmeline@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eneida', 'Eneida@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Erenilda', 'Erenilda@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Erica', 'Erica@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Erlaine', 'Erlaine@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Erminia', 'Erminia@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Estela', 'Estela@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ester', 'Ester@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eugenia', 'Eugenia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eulalia', 'Eulalia@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eunice', 'Eunice@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eva', 'Eva@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Evangelina', 'Evangelina@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Evelyn', 'Evelyn@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Evelyne Ebion', 'EvelyneEbion@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ed', 'Ed@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eder', 'Eder@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edilson', 'Edilson@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ediraldo', 'Ediraldo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edmilson', 'Edmilson@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ednei', 'Ednei@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edson', 'Edson@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eduardo', 'Eduardo@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Edvaldo', 'Edvaldo@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eivaldo', 'Eivaldo@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elias', 'Elias@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eliezer', 'Eliezer@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eliseu', 'Eliseu@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eloy', 'Eloy@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Elton', 'Elton@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Emerson', 'Emerson@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Emil', 'Emil@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Emilio', 'Emilio@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Enio', 'Enio@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Estevão', 'Estevão@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eric', 'Eric@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Erinaldo', 'Erinaldo@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ernani', 'Ernani@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ernesto', 'Ernesto@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ettore', 'Ettore@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eugenio', 'Eugenio@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Eurico', 'Eurico@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Euzebio', 'Euzebio@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Evair', 'Evair@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Evandro', 'Evandro@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Everaldo', 'Everaldo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fábia', 'Fábia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabiana', 'Fabiana@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabiane', 'Fabiane@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabíola', 'Fabíola@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabrícia', 'Fabrícia@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fany', 'Fany@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fátima', 'Fátima@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fenicia', 'Fenicia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fernanda', 'Fernanda@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Filomena', 'Filomena@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fiona', 'Fiona@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Flávia', 'Flávia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Flaviana', 'Flaviana@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Flora', 'Flora@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Franciely', 'Franciely@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Francini', 'Francini@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Françoise', 'Françoise@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Frederica', 'Frederica@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fúlvia', 'Fúlvia@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabian', 'Fabian@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabiano', 'Fabiano@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabio', 'Fabio@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fabricio', 'Fabricio@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fausto', 'Fausto@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fauzer', 'Fauzer@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Feliciano', 'Feliciano@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Felicio', 'Felicio@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Felinto', 'Felinto@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Felipe', 'Felipe@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Felix', 'Felix@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fernando', 'Fernando@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Firmino', 'Firmino@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Firmo', 'Firmo@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Flavio', 'Flavio@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Francisco', 'Francisco@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Franz', 'Franz@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Frederico', 'Frederico@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Fúlvio', 'Fúlvio@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gabriela', 'Gabriela@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gardênia', 'Gardênia@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Geralda', 'Geralda@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Germana', 'Germana@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Geilsa', 'Geilsa@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Geny', 'Geny@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Georgia', 'Georgia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gilda', 'Gilda@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gina', 'Gina@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gioconda', 'Gioconda@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giovana', 'Giovana@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giselda', 'Giselda@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gisele', 'Gisele@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gislaine', 'Gislaine@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giulia', 'Giulia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giuliana', 'Giuliana@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giulliane', 'Giulliane@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gladis', 'Gladis@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Glaucia', 'Glaucia@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Glória', 'Glória@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gorete', 'Gorete@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Graça', 'Graça@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Grace', 'Grace@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gracia', 'Gracia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Graziela', 'Graziela@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gudrun', 'Gudrun@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gabriel', 'Gabriel@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gaspar', 'Gaspar@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('George', 'George@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Geraldo', 'Geraldo@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gerd', 'Gerd@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Germano', 'Germano@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gerson', 'Gerson@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gesualdo', 'Gesualdo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Getúlio', 'Getúlio@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giacomo', 'Giacomo@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gian', 'Gian@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giancarlo', 'Giancarlo@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gianfranco', 'Gianfranco@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gil', 'Gil@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gilberto', 'Gilberto@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gilson', 'Gilson@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gilvan', 'Gilvan@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Giovani', 'Giovani@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Glauco', 'Glauco@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gregory', 'Gregory@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Guido', 'Guido@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Guilherme', 'Guilherme@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Guilhermino', 'Guilhermino@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Gustavo Haidee', 'GustavoHaidee@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hanna', 'Hanna@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Heide', 'Heide@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Helen', 'Helen@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Helena', 'Helena@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Helga', 'Helga@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Heloisa', 'Heloisa@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Heriette', 'Heriette@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hilda', 'Hilda@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hortência', 'Hortência@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Harley', 'Harley@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Haroldo', 'Haroldo@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hector', 'Hector@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Helder', 'Helder@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Heitor', 'Heitor@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Helio', 'Helio@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Helmut', 'Helmut@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Henri', 'Henri@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Heraldo', 'Heraldo@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Herbert', 'Herbert@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Herculano', 'Herculano@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hercules', 'Hercules@gmail.com', 'M');
